est_prsnl_inc_third_quartile_pr100, slct_gov_pnsn_alw_pnsn_dva_num, est_p_inc_tot_own_unincorporated_bsns_inc_aud, est_prsnl_inc_lo_quartile_pr100, lga_code17, gross_capital_gains_rep_taxpayers_med_aud, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1_499wk_pr100, est_p_inc_tot_inc_earners_excl_gov_pnsn_alw_med_age_yrs, slct_gov_pnsn_alw_fam_tax_bft_b_num, equiv_tot_hsld_inc_fam_lone_p_grp_hslds_med_wkly_aud, slct_gov_pnsn_alw_newstart_alw_num, est_p_inc_investment_inc_earners_med_age_yrs, est_p_inc_tot_investment_inc_aud, slct_gov_pnsn_alw_age_pnsn_dva_num, gross_capital_gains_rep_taxpayers_p_num, est_p_inc_avg_tot_inc_excl_gov_pnsn_aud, slct_gov_pnsn_alw_carer_payment_num, est_prsnl_inc_second_quartile_pr100, est_p_inc_tot_inc_excl_gov_pnsn_aud, est_p_inc_super_annuity_inc_earners_num, est_prsnl_inc_p20_p50_ratio, est_p_inc_investment_inc_asmnsrc_inc_pr100, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1000_1999wk_pr100, est_prsnl_inc_gini_coefficient_num, ogc_fid, est_p_inc_avg_investment_inc_aud, est_p_inc_med_emply_inc_aud, est_p_inc_avg_super_annuity_inc_aud, slct_gov_pnsn_alw_fam_tax_bft_num, lga_name17, est_p_inc_tot_super_annuity_inc_aud, gross_capital_gains_rep_taxpayers_avg_aud, slct_gov_pnsn_alw_yth_alw_full_time_studts_apprentices_num, slct_gov_pnsn_alw_dsblty_supp_pnsn_num, est_p_inc_own_unincorporated_bsns_inc_asmnsrc_inc_pr100, slct_gov_pnsn_alw_prnting_payment_prtred_num, tot_p_inc_wkly_p_ov_15_yrs_p_earn_nil_inc_pr100, est_prsnl_inc_p80_p50_ratio, est_prsnl_inc_inc_share_top_5_pr100_earners_pr100, est_prsnl_inc_inc_share_top_10_pr100_earners_pr100, est_prsnl_inc_p80_p20_ratio, est_p_inc_tot_inc_earners_excl_gov_pnsn_num, est_prsnl_inc_inc_share_top_1_pr100_earners_pr100, slct_gov_pnsn_alw_age_pnsn_centrelink_num, est_prsnl_inc_p10_p50_ratio, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud3000_plswk_pr100, est_p_inc_super_annuity_inc_earners_med_age_yrs, est_p_inc_super_annuity_inc_asmnsrc_inc_pr100, est_p_inc_avg_own_unincorporated_bsns_inc_aud, est_p_inc_own_unincorporated_bsns_inc_earners_num, tot_p_inc_wkly_p_ov_15_yrs_p_negative_inc_pr100, slct_gov_pnsn_alw_inc_supp_supplement_dva_num, gross_capital_gains_rep_taxpayers_amount_audm, slct_gov_pnsn_alw_prnting_payment_single_num, slct_gov_pnsn_alw_yth_alw_oth_num, est_p_inc_med_investment_inc_aud, est_p_inc_emply_inc_earners_med_age_yrs, est_p_inc_med_tot_inc_excl_gov_pnsn_aud, est_p_inc_tot_emply_inc_aud, est_p_inc_emply_inc_asmnsrc_inc_pr100, est_p_inc_investment_inc_earners_num, est_p_inc_own_unincorporated_bsns_inc_earners_med_age_yrs, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud500_999wk_pr100, est_p_inc_med_super_annuity_inc_aud, yr, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud2000_2999wk_pr100, est_prsnl_inc_hi_quartile_pr100, est_p_inc_med_own_unincorporated_bsns_inc_aud, est_p_inc_emply_inc_earners_num, est_p_inc_avg_emply_inc_aud
15.2,83,248131712,23.6,"56580",5893,21.3,48,225,1585,139,50,473890376,null,2451,137625,32,16.4,1938041757,516,0.27,31.4,20.4,0.638,3150,38282,57790,39360,290,"Nedlands (C)",20309855,104087,238,313,7.3,null,11.2,2.63,35.2,49.4,9.57,14082,15.1,1208,0.11,17.6,68,1.9,111420,2227,0.5,45,255.1,34,8,3557,43,68221,1219441175,57.7,12379,52,14.1,29543,2016,8.7,44.8,19720,11030,110557
24.8,57,19880391,23.6,"56730",2926,29.9,46,709,756,658,50,23627223,null,218,59458,140,23.9,315363326,185,0.37,12.1,19.5,0.445,3164,6774,50328,25377,823,"Northam (S)",4694709,33539,36,486,9.1,null,7.4,1.86,16.6,27.9,5.0,5304,5.0,1422,0.15,1.8,59,1.6,20623,964,0.5,9,7.3,208,102,173,43,50387,287356474,76.6,3488,52,19.8,15137,2016,4.4,27.7,9160,4901,58632
14.3,null,null,33.3,"57630",null,32.6,58,null,774,null,59,262753,null,null,48090,null,23.8,1971679,null,null,16.7,22.1,null,3185,8758,34680,null,null,"Sandstone (S)",null,null,null,7,null,null,5.8,null,null,null,null,41,null,17,null,null,null,null,null,null,null,null,null,null,null,269,54,33964,1750047,69.0,30,null,18.6,null,2016,null,28.6,null,36,48612
21.4,null,2743800,28.8,"57000",null,14.0,47,17,817,6,48,2178942,null,null,50250,null,26.1,12763581,null,0.3,17.9,28.2,0.669,3220,11468,34705,null,25,"Perenjori (S)",null,null,null,16,24.1,null,5.7,2.14,22.2,36.0,7.2,254,null,27,0.03,8.7,null,null,23253,118,1.3,null,null,null,null,477,41,40512,8944199,56.0,190,52,15.7,null,2016,12.1,23.7,11232,187,47830
18.4,null,52478754,27.0,"57080",4902,19.1,33,null,1292,null,35,138105474,null,1183,84430,null,19.7,1541782932,317,0.3,11.7,21.6,0.567,3226,11377,49810,32709,null,"Perth (C)",10368765,37033,null,null,4.4,null,11.9,2.34,28.2,40.9,7.77,18261,11.3,null,0.14,7.0,59,0.9,29902,1755,0.6,null,43.8,null,null,230,31,52506,1440550326,82.2,12139,39,15.5,19468,2016,8.4,34.8,10140,18179,79243
18.6,null,100729743,22.3,"57980",3490,18.8,44,null,1381,null,47,188738078,null,1418,101373,null,17.2,1095236462,382,0.31,21.6,24.7,0.561,3274,21133,60318,35501,null,"Subiaco (C)",13561325,38665,null,null,7.2,null,8.2,2.19,28.8,41.2,7.08,10804,11.5,null,0.13,11.8,65,1.8,62026,1624,0.3,null,54.8,null,null,1127,38,64998,841236305,68.0,8931,51,15.6,26590,2016,10.2,41.9,14001,9484,88701
20.6,61,4938907,28.5,"58330",3922,31.0,51,230,745,182,54,8247742,null,125,56492,40,23.9,135694480,88,0.33,14.3,19.8,0.512,3302,4939,51537,30395,269,"Toodyay (S)",2674735,141620,16,149,11.4,null,9.5,2.07,18.8,31.0,6.24,2402,5.5,670,0.11,2.8,60,2.3,8804,561,0.6,6,17.7,64,15,198,47,44332,128805444,70.5,1670,56,19.8,21168,2016,5.2,27.0,5492,2026,63576
25.3,205,33494146,27.1,"65810",2345,34.7,47,1334,731,850,50,56713251,14,679,52460,316,27.3,644520122,648,0.37,13.3,19.7,0.454,3337,6582,44004,25318,1666,"West Tamar (M)",16406069,26497,125,851,7.7,null,7.3,1.85,19.0,29.8,5.04,12286,6.8,3426,0.15,1.5,60,3.2,17564,1907,0.4,66,18.0,220,107,230,43,43529,557740430,75.1,8616,52,25.5,20070,2016,3.2,20.3,7539,10969,50847
29.2,42,33712550,19.5,"70200",2365,16.1,40,1647,1207,1169,43,36747673,null,501,62766,174,22.3,1094582730,508,0.41,4.0,32.8,0.399,3344,3692,50345,28966,1914,"Alice Springs (T)",14714695,41300,42,1189,3.9,null,6.2,1.69,16.2,26.3,4.06,17439,5.5,1110,0.21,2.7,59,1.6,20926,1611,0.4,7,20.7,454,162,59,38,55962,1097793736,90.3,9952,46,19.7,19777,2016,7.1,28.9,9207,19820,55388
21.7,null,2783517,25.5,"58680",null,22.6,49,24,927,21,51,1786371,null,null,66071,null,18.7,15526650,null,0.29,15.7,21.8,0.465,3372,10697,51872,null,28,"Wandering (S)",null,null,null,8,17.4,null,9.9,2.1,14.7,27.1,7.36,235,null,43,0.09,3.7,null,null,30588,91,1.1,null,null,null,null,634,45,54923,11892539,65.1,167,51,19.2,null,2016,5.6,34.0,10004,191,62265
26.5,856,397120140,21.5,"58760",2825,25.0,40,11436,960,5475,42,294129809,27,3069,62350,1188,24.7,6604972864,2015,0.41,8.0,25.4,0.431,3379,4382,52054,24364,13613,"Wanneroo (C)",49094008,29350,1319,3769,8.6,null,10.8,1.81,17.8,28.9,4.44,105933,5.7,13058,0.21,2.5,58,1.0,26445,15017,0.6,162,90.1,2489,782,60,37,51673,6121849791,81.4,67122,43,22.1,17464,2016,5.8,27.3,16414,99311,61643
23.5,null,4259446,27.5,"58400",null,32.1,49,19,725,21,53,1301097,null,null,63837,9,22.8,9575494,null,null,18.1,16.9,0.547,3309,11617,31437,null,22,"Trayning (S)",null,null,null,26,30.9,null,3.7,null,20.2,35.9,null,150,null,47,null,2.0,null,null,57560,74,null,null,null,null,null,701,45,47621,4106067,48.3,112,54,22.3,null,2016,2.0,26.2,39814,111,36992
18.8,29,4836203,26.4,"58820",3017,29.7,47,217,761,201,50,9481069,null,114,64968,61,22.0,138122745,75,0.32,13.5,16.9,0.476,3386,6566,52248,34902,235,"Waroona (S)",2617638,30842,5,148,7.1,null,9.5,2.27,17.0,28.7,7.14,2126,5.0,534,0.12,2.6,57,2.1,12931,374,0.3,11,3.5,57,17,165,44,49840,126839521,76.6,1444,54,19.1,17247,2016,6.8,32.7,4429,1902,66687
23.5,4,7463712,32.5,"58890",1734,31.0,49,44,766,34,50,4129745,null,55,47003,7,26.9,24300687,null,0.29,18.8,21.2,0.533,3393,10273,27008,null,54,"West Arthur (S)",null,27626,null,22,29.6,null,5.5,1.97,20.5,32.8,6.81,517,7.1,71,0.08,2.5,null,null,30589,244,0.5,null,1.5,null,6,1494,40,37760,13454722,50.4,402,55,26.6,null,2016,3.5,17.1,22576,350,38442
21.0,null,6641820,24.8,"59330",2507,34.9,50,30,600,27,52,4287052,null,28,70370,11,25.6,18436838,null,0.35,17.2,17.8,0.535,3435,19054,34285,null,39,"Wyalkatchem (S)",null,6269,null,28,34.0,null,4.8,2.28,23.7,35.8,6.6,262,null,110,0.06,1.4,null,null,46446,143,0.7,null,0.2,6,5,709,46,46702,8615067,46.9,225,55,19.8,null,2016,2.1,28.6,24370,177,48673
26.5,null,8864971,21.1,"59340",4740,22.6,37,623,1108,555,41,18515016,null,129,64384,54,22.0,248588358,55,0.39,5.4,26.6,0.432,3442,7953,47049,24454,691,"Wyndham-East Kimberley (S)",1344970,23569,null,362,5.3,null,5.1,1.81,17.9,28.5,4.61,3861,6.4,257,0.2,2.9,53,0.5,17247,514,0.6,null,3.0,209,86,88,36,54661,240291089,88.6,2328,47,19.5,10000,2016,6.8,30.3,6057,4402,54587
25.3,null,-62511,30.5,"59350",null,11.3,48,19,1069,16,51,-239096,null,null,43656,null,27.4,4016397,null,null,11.6,27.8,null,3449,-4880,46888,null,20,"Yalgoo (S)",null,null,null,8,4.2,null,2.0,null,null,null,null,92,null,null,null,4.6,null,null,-2605,24,1.3,null,null,12,6,29,46,39530,5019946,82.1,49,49,10.3,null,2016,17.2,16.8,-330,93,53978
17.2,107,10504568,40.6,"60210",2117,47.8,51,385,502,521,55,11747728,null,151,38879,198,30.3,111466427,179,0.32,16.8,10.4,0.513,3470,6219,29767,27073,467,"Break O'Day (M)",4846083,28140,13,496,14.4,null,6.0,2.09,21.0,33.7,6.57,2867,7.2,1293,0.11,0.9,60,4.2,15050,698,0.4,22,4.2,68,37,311,45,29199,88559901,63.9,1889,54,22.7,20127,2016,1.7,11.9,7673,2245,39448
32.2,77,17947944,21.6,"60410",1766,34.1,41,1700,673,810,45,10078527,null,226,48241,453,32.1,370535749,282,0.46,5.1,18.8,0.364,3477,2461,44281,21830,2078,"Brighton (M)",6155988,23406,104,1297,6.3,null,6.5,1.58,13.9,23.7,3.39,7681,4.0,1480,0.23,0.7,58,2.0,20797,863,0.4,18,5.3,572,190,140,39,45158,350102591,86.4,4096,46,28.5,14545,2016,1.7,14.1,12685,7527,46513
19.7,null,4355606,20.5,"59030",null,15.1,46,8,833,6,48,329174,null,null,80576,null,20.5,10797237,null,null,9.8,27.0,0.476,3316,3105,47662,null,7,"Westonia (S)",null,null,null,null,25.8,null,5.8,null,20.1,31.2,null,134,null,20,null,5.4,null,null,77779,56,null,null,null,null,null,198,42,58280,6124961,62.9,106,49,15.1,null,2016,14.3,39.4,41024,103,59466
26.6,112,16370291,25.6,"60610",1856,37.2,44,1462,651,1001,48,32489348,null,476,51301,476,29.1,497875279,395,0.39,9.9,18.0,0.436,3484,5494,43692,20677,1750,"Burnie (C)",8167571,25776,149,1304,5.4,null,6.8,1.78,18.1,28.6,4.56,9705,6.4,2632,0.16,1.1,58,2.2,14656,1117,0.2,78,12.3,330,172,160,40,43848,453623926,82.1,5914,51,25.5,12470,2016,2.3,18.7,6077,9105,49821
20.7,null,null,17.2,"58470",null,33.0,56,30,537,45,null,-20336,null,null,70097,null,24.1,2032825,null,null,null,9.5,null,3323,-1017,44202,null,30,"Upper Gascoyne (S)",null,null,null,10,null,null,1.5,null,null,null,null,29,null,13,null,1.5,null,null,null,null,1.5,null,null,9,5,null,54,59342,2441121,89.7,20,null,14.0,null,2016,3.0,37.9,null,40,61028
25.3,173,33216650,26.9,"60810",1909,37.5,47,1290,657,914,51,36849574,null,491,49954,430,28.9,564234386,552,0.38,10.9,18.3,0.44,3491,4916,43024,23925,1622,"Central Coast (M) (Tas.)",13206721,17408,92,1256,8.5,null,6.4,1.84,17.5,28.2,4.82,11295,5.8,3691,0.15,1.0,59,2.9,17464,1902,0.3,78,8.5,288,118,227,44,42375,495274986,77.2,7496,52,26.0,18938,2016,2.5,18.9,8947,10047,49296
24.7,27,5824448,35.3,"61010",1298,42.6,47,153,546,115,52,3086783,null,56,40638,78,29.5,43848881,41,0.27,13.5,14.5,0.515,3498,4734,35191,25397,185,"Central Highlands (M) (Tas.)",1041262,24212,10,196,12.8,null,5.8,1.81,20.5,31.6,6.62,1079,6.1,355,0.08,1.4,60,3.1,21413,272,0.6,null,1.4,19,17,208,42,35277,36265417,70.2,652,54,23.3,19796,2016,1.2,10.5,9339,939,38621
28.7,26,28986964,26.6,"61210",3634,33.1,45,522,702,291,49,11390598,null,229,47461,109,29.8,207687212,129,0.42,9.0,19.0,0.446,3505,4257,41029,20452,691,"Circular Head (M)",2638303,70610,21,337,14.8,null,6.2,1.7,17.9,28.5,4.08,4376,6.4,925,0.17,1.1,58,1.3,25316,1145,0.7,15,16.2,102,36,186,41,42328,170805973,74.6,2676,53,28.1,9823,2016,2.0,14.9,16308,3839,44492
27.4,499,101901924,23.4,"61410",1988,29.7,46,3103,840,1594,49,142619109,15,2121,55601,701,27.2,1716795831,2402,0.41,12.1,24.2,0.431,3512,6536,48688,27949,3857,"Clarence (C)",67132889,21409,380,2468,7.1,null,5.8,1.77,18.4,28.8,4.35,30877,6.9,7602,0.17,1.6,63,5.0,24721,4122,0.3,209,45.4,758,307,246,42,47210,1462480830,75.3,21822,49,26.5,24095,2016,3.9,22.0,12412,27065,54036
29.6,61,11253695,25.3,"61510",2634,37.9,45,814,631,503,49,7117457,null,156,46874,232,29.8,224856458,224,0.41,7.3,16.7,0.401,3519,2591,43584,20420,1000,"Derwent Valley (M)",4574015,20297,63,839,8.3,null,7.1,1.68,14.6,25.0,4.14,4797,4.4,1433,0.17,0.8,58,2.6,15895,708,0.3,33,3.2,218,80,157,42,42869,211863874,81.5,2747,50,26.9,14987,2016,1.5,15.3,10310,4524,46831
23.6,183,56684598,23.8,"58510",2086,22.8,36,1134,1023,1012,38,85844036,7,1261,66093,128,22.3,1437657327,499,0.36,9.9,23.8,0.464,3330,5609,53020,24629,1305,"Victoria Park (T)",12289927,37697,489,927,6.2,null,9.6,1.95,18.9,30.6,5.39,21752,6.0,2950,0.16,4.1,60,1.3,20840,2720,0.6,105,47.5,227,109,168,34,52328,1370194782,82.0,15305,40,19.2,18246,2016,7.5,30.4,9991,20963,65363
25.4,252,30101962,28.4,"61610",1939,38.6,45,1947,623,1274,49,56537640,null,578,48875,640,29.5,609908630,568,0.37,11.2,16.6,0.448,3526,7146,40560,22407,2343,"Devonport (C)",12727184,42202,136,1806,7.0,null,5.8,1.79,19.3,29.8,4.85,12479,7.7,3896,0.15,1.0,59,2.7,18156,1658,0.4,99,24.4,511,230,183,41,41171,527181593,78.7,7912,50,27.0,16738,2016,2.0,16.6,9544,11546,45659
22.1,null,8761406,32.9,"58540",2118,25.9,46,46,797,13,49,2800708,null,25,54768,5,22.7,28041061,null,0.29,16.8,22.8,0.552,3351,7889,36073,null,57,"Victoria Plains (S)",null,43413,null,24,25.0,null,8.7,2.11,21.0,35.3,7.33,512,5.3,85,0.05,2.3,null,null,44474,197,0.9,null,1.1,6,null,598,40,40004,16861566,56.9,355,51,24.9,null,2016,2.8,22.3,25653,369,45695
24.9,47,15578392,32.8,"61810",3695,41.3,47,434,561,340,51,14648829,null,141,43030,130,29.9,148539141,115,0.33,12.7,14.5,0.474,3533,6145,36766,24322,529,"Dorset (M)",2797032,41404,25,367,13.1,null,5.9,1.78,19.0,30.0,5.36,3452,6.4,1194,0.12,0.7,58,2.1,18093,861,0.6,29,5.8,88,37,238,43,37256,120045023,71.3,2384,53,25.8,19879,2016,1.5,12.3,8519,2942,40804
21.9,null,4470495,30.3,"62010",3143,37.2,53,35,735,49,55,2613214,null,34,47740,8,32.5,23201770,null,0.36,15.1,20.6,0.486,3540,7663,36994,null,55,"Flinders (M) (Tas.)",null,97961,null,40,21.9,null,4.1,1.89,20.9,33.0,5.26,486,null,141,0.11,1.7,null,null,22241,201,0.4,null,3.3,null,null,399,46,37135,16766986,59.7,341,58,25.2,null,2016,3.4,15.3,11364,383,43778
25.3,78,5828589,28.7,"62210",4568,41.9,47,552,548,438,52,7860146,null,139,48908,182,27.2,142567646,136,0.34,10.7,14.6,0.442,3547,4858,43103,22179,618,"George Town (M)",3016373,23175,30,551,6.1,null,7.5,1.84,17.0,27.7,5.38,2915,5.7,1076,0.13,1.0,58,2.7,16558,352,0.6,20,3.2,145,74,180,44,42243,129385279,79.8,1618,52,22.2,14814,2016,1.8,18.8,8017,2650,48825
20.8,55,12665096,36.0,"62410",4424,39.7,52,222,585,184,56,12010959,null,149,42959,100,31.4,100910875,146,0.33,16.0,12.8,0.499,3554,7554,32829,29767,298,"Glamorgan/Spring Bay (M)",4346043,23051,8,242,13.3,null,4.9,1.86,23.0,34.1,5.71,2349,9.7,982,0.13,1.7,61,4.7,22576,561,0.3,23,3.4,50,5,411,45,33565,75266629,65.3,1590,55,28.4,24388,2016,1.9,11.8,12241,1882,39993
31.6,365,53132599,23.8,"62610",1719,35.2,42,3726,679,2374,46,31010968,6,731,47233,841,30.7,1082528700,1108,0.42,7.0,19.0,0.378,3561,2279,45014,25158,4547,"Glenorchy (C)",27874587,15290,465,3420,6.7,null,6.2,1.59,14.2,24.2,3.79,22919,4.3,6452,0.18,0.5,60,3.1,20280,2620,0.4,233,11.2,950,465,157,39,44517,1021487780,82.9,13605,46,28.4,18213,2016,1.6,13.8,12629,21894,46656
22.9,253,162392354,26.3,"62810",2864,26.3,45,1580,981,1444,48,299105286,null,3161,65177,223,23.3,2061494447,2420,0.34,15.5,24.8,0.502,3568,12329,47396,30399,1934,"Hobart (C)",73566766,44697,1213,1676,7.8,null,8.3,1.95,24.1,35.3,5.66,31629,9.8,4654,0.14,3.9,65,4.9,31798,5107,0.4,146,141.3,244,213,481,39,48253,1617033193,71.0,24260,50,22.4,25616,2016,6.2,27.5,10665,27748,58276
25.9,125,33585504,30.9,"63010",3274,38.6,46,1166,628,820,51,29571388,5,406,46009,295,28.9,380541833,406,0.34,11.5,16.9,0.461,3575,5619,39379,29205,1462,"Huon Valley (M)",11857235,30935,86,1060,12.2,null,6.9,1.8,19.2,30.1,5.3,8271,6.9,2379,0.13,1.1,59,3.1,18066,1859,0.5,22,12.6,193,90,193,42,38701,320993800,72.2,5263,52,24.9,22571,2016,2.2,14.3,8433,7234,44373
21.5,91,113593055,21.3,"58570",3037,20.5,37,668,1340,841,39,168272747,null,1806,79583,101,20.0,1900594365,471,0.35,11.3,26.4,0.486,3358,9657,57823,30914,760,"Vincent (C)",14560600,38392,382,740,6.7,null,6.8,1.99,21.8,33.5,5.62,23882,8.2,2266,0.18,7.7,59,0.9,33060,3436,0.4,30,69.3,123,69,268,34,59590,1718429779,80.3,17425,43,17.2,18416,2016,10.5,37.1,11019,22994,74734
22.9,42,8081084,31.2,"63210",1692,40.8,48,404,602,279,51,7795040,null,157,44228,171,30.7,139893763,153,0.35,10.9,15.5,0.461,3582,3905,39767,29961,519,"Kentish (M)",4583969,22837,28,456,12.5,null,6.8,1.88,17.1,28.4,5.41,3163,5.1,921,0.13,0.9,58,2.9,9915,815,0.6,15,3.6,68,43,195,44,37984,123348104,72.8,1996,52,23.8,20675,2016,2.0,15.2,4385,2706,45583
24.6,null,16772329,24.3,"63410",12801,26.5,49,64,855,37,53,5031659,null,60,60203,5,28.3,57192715,24,0.42,11.6,22.5,0.48,3589,7443,42590,18768,84,"King Island (M)",450433,38681,null,33,22.9,null,3.7,1.94,21.8,33.9,4.66,950,8.0,195,0.17,1.8,59,1.2,43339,387,0.7,8,2.3,10,null,537,42,45322,36390885,63.9,676,54,28.7,12610,2016,4.3,22.8,16931,758,48009
27.3,257,77071851,24.7,"63610",2357,29.7,46,1961,848,821,49,95868277,10,1547,55451,272,25.9,1134689050,1478,0.38,12.6,24.9,0.437,3596,6427,48618,29197,2549,"Kingborough (M)",43152763,28372,283,1200,8.8,null,7.0,1.77,18.3,28.9,4.61,20463,6.3,4556,0.16,2.0,63,4.7,22748,3388,0.2,82,43.9,341,111,269,42,47116,955901382,73.1,14917,50,25.9,24489,2016,4.4,22.1,11294,17601,54309
23.8,15,6852009,28.2,"58610",4308,36.2,50,112,627,70,53,8109643,null,85,50094,21,27.9,51747106,29,0.36,18.2,18.7,0.492,3365,10643,36243,33235,133,"Wagin (S)",963829,75765,null,100,16.4,null,5.6,1.87,18.6,30.3,5.18,1033,5.8,300,0.13,1.9,60,1.5,22614,303,0.7,null,6.4,30,5,368,45,43038,38043704,63.5,762,54,22.6,11451,2016,2.9,20.1,13059,853,44600
26.0,101,19270822,26.3,"63810",2902,35.9,46,591,681,409,51,20481130,null,301,50520,221,29.4,291093792,283,0.39,11.1,18.4,0.437,3603,5352,43354,25154,770,"Latrobe (M) (Tas.)",7118475,38250,39,458,9.0,null,5.6,1.8,18.1,28.8,4.67,5762,6.2,1849,0.15,1.2,59,2.7,19099,1009,0.4,47,11.5,123,40,219,43,42832,254586480,76.8,3827,52,27.5,16074,2016,2.5,18.3,9599,5181,49138
19.3,null,6825457,27.6,"59100",4532,33.3,47,40,673,26,49,3377697,null,23,57628,7,27.3,20400402,null,0.38,19.3,19.6,0.492,3400,12698,34479,null,52,"Wickepin (S)",null,53993,null,19,22.7,null,4.0,2.16,20.0,32.1,5.69,354,null,71,0.16,2.1,null,null,47072,145,0.5,null,1.2,null,null,1534,39,42822,10850173,56.8,266,52,25.3,null,2016,3.8,25.9,19949,273,39744
27.1,470,104068178,25.5,"64010",1913,34.4,44,4503,691,3437,47,174061524,11,1824,52971,1082,29.2,1795396357,1465,0.4,11.0,18.6,0.449,3610,7706,43265,24036,5436,"Launceston (C)",35212516,30362,1169,3215,6.6,null,6.7,1.74,20.4,30.9,4.4,33894,7.9,8456,0.17,1.6,60,2.6,23630,4404,0.4,282,55.4,1092,731,192,40,44123,1542911866,79.4,22588,49,26.6,19102,2016,2.5,18.3,9422,31577,48862
26.3,131,32159538,26.8,"64210",1672,36.5,46,1117,665,689,49,40595693,null,512,49095,310,29.8,507493089,401,0.4,11.1,18.6,0.442,3617,5694,43088,30067,1441,"Meander Valley (M)",12057033,38592,102,848,9.8,null,6.8,1.78,18.0,28.6,4.48,10337,6.5,2971,0.16,1.0,59,2.3,16259,1978,0.4,77,19.8,208,82,214,42,42073,437984926,76.2,7129,53,26.7,18340,2016,2.2,17.1,7958,9053,48380
27.8,97,21444083,26.8,"64610",3105,35.0,47,779,673,486,50,39831147,5,403,49094,233,30.0,334179500,290,0.4,12.2,17.6,0.449,3624,8710,42162,24814,995,"Northern Midlands (M)",7195971,36242,54,591,8.9,null,6.2,1.72,19.4,29.9,4.32,6807,7.5,1963,0.16,1.3,59,2.4,17434,1230,0.4,27,14.6,156,51,230,43,42048,275798349,75.9,4573,53,27.7,17178,2016,1.9,15.4,7660,6014,45859
30.6,129,21434046,24.3,"64810",2500,34.1,45,1040,729,590,49,16204317,null,260,48091,265,30.7,361888050,424,0.44,7.0,20.5,0.394,3631,3530,44834,25723,1329,"Sorell (M)",10906360,24908,67,854,9.9,null,6.1,1.62,15.5,25.6,3.7,7525,4.9,1889,0.21,0.8,59,3.5,16189,1324,0.4,38,6.5,233,61,157,42,43887,327992588,79.0,4590,49,28.1,19195,2016,2.1,14.5,10275,6885,47639
28.4,41,14109147,27.2,"65010",2710,36.8,46,425,663,202,49,10884092,null,134,46540,157,31.4,137154354,130,0.39,8.9,16.8,0.45,3638,6313,42365,26970,552,"Southern Midlands (M)",3506155,16213,23,467,13.8,null,6.5,1.68,19.5,29.8,4.35,2947,8.1,758,0.14,1.1,59,3.1,18371,768,0.4,7,2.2,95,32,160,42,40628,115255705,73.8,1724,52,28.1,21159,2016,1.5,13.0,8046,2568,44882
20.3,42,5825683,39.2,"65210",4198,43.1,53,133,557,133,56,3385544,null,85,38430,65,30.1,43540712,80,0.29,15.4,12.4,0.484,3645,4496,33686,29627,177,"Tasman (M)",2370173,33333,8,240,16.4,null,4.0,1.96,19.2,31.2,6.79,1133,5.5,466,0.1,1.5,64,5.4,18262,319,0.3,4,2.8,21,5,370,47,30629,34350961,62.0,753,56,22.9,20593,2016,1.2,10.4,10539,868,39575
24.3,135,16751877,28.2,"65410",1962,38.7,47,936,623,573,52,23245211,null,378,49767,309,28.1,338562968,291,0.35,11.7,17.4,0.458,3652,5502,42882,22151,1120,"Waratah/Wynyard (M)",6446025,28874,49,933,8.4,null,6.4,1.89,18.2,29.0,5.35,6803,6.7,2328,0.13,1.1,59,2.4,15174,1104,0.5,35,10.9,218,65,229,43,42002,300149505,76.9,4225,53,24.8,14983,2016,2.1,19.5,7929,6067,49472
25.1,4,8843511,24.0,"59170",2676,22.6,47,42,879,9,50,6569822,null,65,56555,null,26.9,35403173,null,0.42,17.5,30.2,0.468,3407,13435,37177,null,51,"Williams (S)",null,78647,null,17,24.5,null,5.5,1.95,17.4,29.1,4.63,626,4.9,78,0.14,0.9,null,null,31472,281,null,null,5.1,12,null,845,40,46690,21673064,57.7,489,54,24.6,null,2016,4.6,24.0,19199,470,46113
21.5,34,3109507,32.0,"65610",1323,40.6,43,282,607,358,48,3047396,null,95,53532,115,22.4,114933049,88,0.3,8.3,16.7,0.479,3659,2634,43655,20828,319,"West Coast (M)",1832888,10975,7,295,5.1,null,7.7,2.11,17.8,29.7,6.93,2147,5.0,581,0.13,1.4,51,2.7,14878,209,0.4,5,1.0,75,28,154,41,41688,112239559,83.4,1157,51,18.6,11196,2016,4.6,24.0,6476,2071,54196
27.3,173,161214735,17.9,"71000",2656,15.3,38,3302,1335,2240,40,194944382,8,2192,73480,352,20.7,3956069742,1947,0.42,5.8,31.4,0.436,3694,5499,58585,35265,3858,"Darwin (C)",68661058,35022,226,2067,5.2,null,7.2,1.73,19.9,30.6,4.16,53839,7.7,3941,0.22,5.0,64,2.1,27848,5789,0.5,38,76.8,760,282,79,36,60354,3827577951,86.5,35454,45,18.8,28197,2016,8.7,34.1,12161,55673,68751
